id,sample_id,fertility_score,ph_score,organic_matter_score,nutrient_score,physical_property_score,comprehensive_grade,limiting_factors,improvement_suggestions,assessment_date,assessor,created_at
177,177,72.11,81.65,65.37,74.22,88.83,良,有机质含量偏低; 养分不平衡,科学施肥，平衡土壤养分,2024-05-24,赵工程师,2022-06-18 20:31:50
178,178,70.1,88.96,74.37,80.06,88.29,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-02-09,王研究员,2024-11-01 06:44:22
179,179,70.27,80.95,67.61,84.33,76.81,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2022-12-10,张教授,2023-11-11 02:08:03
180,180,82.66,80.95,68.4,74.61,77.41,良,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2023-12-31,陈博士,2022-08-18 09:56:56
181,181,90.14,88.56,71.01,75.32,91.21,良,无明显限制因子,科学施肥，平衡土壤养分,2024-06-09,陈博士,2023-03-16 21:50:10
182,182,92.76,79.17,79.04,83.93,83.96,良,无明显限制因子,合理施用石灰，调节土壤pH值,2022-11-18,张教授,2022-09-17 04:16:12
183,183,79.34,89.82,68.5,75.01,80.4,良,有机质含量偏低,科学施肥，平衡土壤养分,2024-05-29,张教授,2023-06-24 21:54:10
184,184,89.2,86.02,74.2,73.08,75.03,良,养分不平衡,合理施用石灰，调节土壤pH值,2022-11-15,陈博士,2022-10-23 12:36:42
185,185,76.05,80.44,80.84,77.88,83.77,良,无明显限制因子,科学施肥，平衡土壤养分,2024-02-29,李专家,2025-06-06 07:15:43
186,186,68.64,81.34,68.69,72.08,91.14,良,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-06-04,李专家,2024-07-31 15:39:14
187,187,80.64,88.58,72.79,80.98,78.13,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2025-04-15,赵工程师,2023-11-29 14:37:10
188,188,91.55,84.19,69.74,82.12,83.23,良,有机质含量偏低,深耕松土，改善土壤结构,2023-02-24,赵工程师,2022-09-20 05:34:45
189,189,78.88,82.87,67.9,87.36,90.22,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2025-03-14,王研究员,2024-12-08 02:31:13
190,190,89.73,77.47,68.42,71.71,81.24,良,有机质含量偏低; 养分不平衡,轮作倒茬，维护土壤生态平衡,2023-09-17,李专家,2023-01-22 07:20:49
191,191,70.13,88.9,68.71,78.77,79.1,良,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2025-05-06,赵工程师,2024-05-05 05:50:14
192,192,87.14,86.78,84.79,75.03,75.99,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-12-28,张教授,2024-12-21 08:53:31
193,193,94.44,88.97,70.38,77.93,86.4,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-10-17,陈博士,2024-07-18 02:20:57
194,194,77.11,79.08,81.62,85.28,78.23,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-02-27,李专家,2023-05-15 02:54:27
195,195,74.26,70.6,79.76,73.35,91.33,良,pH值偏离适宜范围; 养分不平衡,合理施用石灰，调节土壤pH值,2023-03-26,李专家,2022-10-26 23:38:00
196,196,64.66,72.35,84.52,85.44,80.04,良,pH值偏离适宜范围,深耕松土，改善土壤结构,2024-09-17,王研究员,2023-12-27 06:02:28
197,197,85.87,71.71,74.11,78.67,86.46,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2024-04-05,赵工程师,2025-05-21 20:24:41
198,198,79.39,86.04,79.55,86.67,78.94,良,无明显限制因子,深耕松土，改善土壤结构,2025-02-21,李专家,2022-07-14 09:15:36
199,199,67.27,85.35,71.64,80.48,85.33,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-01-14,王研究员,2024-01-28 01:59:10
200,200,75.42,81.11,83.31,76.29,84.35,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2022-08-12,赵工程师,2024-09-26 03:41:34
201,201,72.25,70.36,76.12,71.52,85.88,良,pH值偏离适宜范围; 养分不平衡,增施有机肥，提高土壤有机质含量,2022-11-14,李专家,2023-05-06 22:49:32
202,202,62.13,70.95,80.55,71.42,81.42,中,pH值偏离适宜范围; 养分不平衡,合理施用石灰，调节土壤pH值,2023-03-18,赵工程师,2022-10-02 09:11:24
203,203,64.98,71.77,73.26,75.89,78.86,中,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2025-01-13,赵工程师,2023-05-31 21:07:56
204,204,68.57,71.1,78.5,85.41,90.24,良,pH值偏离适宜范围,增施有机肥，提高土壤有机质含量,2023-07-12,王研究员,2024-07-29 04:08:37
205,205,85.47,79.09,80.45,75.21,82.7,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-11-04,王研究员,2023-03-28 06:03:08
206,206,81.27,80.32,66.96,72.94,77.77,良,有机质含量偏低; 养分不平衡,科学施肥，平衡土壤养分,2022-09-17,陈博士,2025-06-08 01:31:33
207,207,65.96,75.61,65.63,71.21,84.76,中,有机质含量偏低; 养分不平衡,科学施肥，平衡土壤养分,2022-08-15,王研究员,2022-06-15 07:35:27
208,208,60.26,86.11,74.21,75.9,87.11,良,无明显限制因子,深耕松土，改善土壤结构,2025-03-17,赵工程师,2025-03-04 03:07:26
209,209,64.26,70.44,80.25,77.26,80.19,中,pH值偏离适宜范围,深耕松土，改善土壤结构,2022-11-04,赵工程师,2024-09-13 20:34:23
210,210,68.33,85.38,77.42,71.04,80.13,良,养分不平衡,增施有机肥，提高土壤有机质含量,2024-08-05,赵工程师,2024-02-13 04:28:59
211,211,93.12,70.15,84.97,82.75,77.42,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2023-06-30,陈博士,2024-06-20 06:43:10
212,212,90.96,72.19,74.39,85.65,78.22,良,pH值偏离适宜范围,科学施肥，平衡土壤养分,2025-04-11,陈博士,2023-02-06 07:18:29
213,213,75.03,82.84,84.16,83.51,86.63,良,无明显限制因子,深耕松土，改善土壤结构,2024-07-19,王研究员,2025-05-05 02:32:21
214,214,85.27,89.09,83.43,85.12,91.51,优,无明显限制因子,深耕松土，改善土壤结构,2023-03-22,李专家,2024-08-12 02:06:29
215,215,79.41,84.86,70.11,87.65,84.31,良,无明显限制因子,科学施肥，平衡土壤养分,2022-08-25,张教授,2023-01-18 06:48:24
216,216,71.63,88.8,68.1,78.8,77.51,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-12-30,张教授,2023-01-05 11:02:29
217,217,83.88,82.26,77.27,80.13,90.85,良,无明显限制因子,深耕松土，改善土壤结构,2023-07-19,李专家,2024-09-20 02:25:18
218,218,79.1,76.24,65.39,72.45,77.1,中,有机质含量偏低; 养分不平衡,轮作倒茬，维护土壤生态平衡,2024-11-17,张教授,2024-11-18 06:52:12
219,219,78.04,88.29,79.32,74.34,86.72,良,养分不平衡,合理施用石灰，调节土壤pH值,2025-05-16,陈博士,2022-08-14 08:09:44
220,220,90.83,72.3,74.31,72.26,76.62,良,pH值偏离适宜范围; 养分不平衡,轮作倒茬，维护土壤生态平衡,2024-10-10,赵工程师,2023-09-25 10:59:05
221,221,73.89,82.12,75.55,78.68,83.77,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-02-28,李专家,2022-10-21 00:31:14
222,222,74.5,71.67,74.03,78.3,84.77,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2022-06-30,张教授,2024-04-11 18:07:53
223,223,63.15,81.28,72.69,75.23,81.8,中,无明显限制因子,科学施肥，平衡土壤养分,2022-11-02,张教授,2025-01-26 05:08:44
224,224,93.16,74.61,68.88,73.31,83.04,良,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,深耕松土，改善土壤结构,2022-08-22,张教授,2023-06-08 14:12:14
225,225,76.73,79.29,72.49,85.83,84.93,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-07-25,张教授,2023-10-14 10:16:19
226,226,76.07,70.2,65.89,82.57,90.26,良,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2023-08-16,赵工程师,2022-09-16 07:16:46
227,227,62.83,74.89,66.31,87.32,82.77,中,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2024-03-09,陈博士,2023-10-13 21:52:26
228,228,77.51,77.0,69.14,77.71,88.71,良,有机质含量偏低,深耕松土，改善土壤结构,2023-11-19,张教授,2024-04-13 03:31:35
229,229,71.86,88.28,66.86,74.19,87.54,良,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-02-16,赵工程师,2024-08-16 21:54:46
230,230,85.87,71.6,75.19,84.97,85.24,良,pH值偏离适宜范围,合理施用石灰，调节土壤pH值,2024-08-17,王研究员,2025-01-03 22:50:10
231,231,84.31,84.89,84.49,70.74,88.16,良,养分不平衡,增施有机肥，提高土壤有机质含量,2023-10-05,王研究员,2022-11-20 18:18:01
232,232,83.13,77.13,81.02,70.67,88.87,良,养分不平衡,科学施肥，平衡土壤养分,2023-03-25,王研究员,2022-07-26 20:37:35
233,233,66.95,88.24,76.13,78.71,83.78,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2022-11-26,王研究员,2023-08-25 05:18:32
234,234,82.25,88.15,72.76,71.0,75.09,良,养分不平衡,增施有机肥，提高土壤有机质含量,2024-07-29,张教授,2025-02-13 06:18:38
235,235,71.06,79.45,80.9,75.4,76.98,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-05-13,李专家,2023-01-26 01:58:03
236,236,82.18,78.36,84.2,85.49,90.69,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-04-03,张教授,2023-12-05 11:14:26
237,237,74.47,81.57,82.17,78.82,77.82,良,无明显限制因子,合理施用石灰，调节土壤pH值,2025-05-06,王研究员,2023-06-16 14:41:32
238,238,88.64,72.36,68.67,75.64,84.44,良,pH值偏离适宜范围; 有机质含量偏低,增施有机肥，提高土壤有机质含量,2024-01-22,张教授,2024-06-28 12:30:25
239,239,81.54,74.38,74.29,71.46,84.85,良,pH值偏离适宜范围; 养分不平衡,深耕松土，改善土壤结构,2022-11-24,陈博士,2022-06-20 04:14:29
240,240,75.62,71.17,69.05,74.19,89.09,良,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2023-05-05,赵工程师,2025-01-22 23:06:43
241,241,69.74,89.06,74.65,86.98,91.35,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-02-24,王研究员,2023-11-04 08:12:22
242,242,82.59,80.84,67.12,80.66,78.49,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2025-04-24,张教授,2022-10-16 13:59:33
243,243,67.86,75.56,69.47,81.34,85.06,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2024-08-30,张教授,2024-09-24 16:59:40
244,244,60.06,88.53,79.65,71.53,84.79,良,养分不平衡,增施有机肥，提高土壤有机质含量,2024-11-03,陈博士,2023-07-15 06:15:37
245,245,83.2,84.59,75.42,80.15,83.84,良,无明显限制因子,科学施肥，平衡土壤养分,2022-10-07,李专家,2022-08-16 03:03:44
246,246,86.87,84.82,69.78,86.1,79.32,良,有机质含量偏低,深耕松土，改善土壤结构,2024-06-28,李专家,2024-11-15 06:42:09
247,247,70.05,85.34,76.52,79.38,82.51,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2022-09-26,张教授,2024-09-09 01:32:22
248,248,61.29,88.4,76.36,86.59,83.64,良,无明显限制因子,深耕松土，改善土壤结构,2023-05-31,陈博士,2023-04-09 18:06:23
249,249,62.75,84.16,65.72,76.35,75.71,中,有机质含量偏低,轮作倒茬，维护土壤生态平衡,2023-11-17,陈博士,2023-07-21 18:18:16
250,250,81.24,74.84,70.42,72.72,90.23,良,pH值偏离适宜范围; 养分不平衡,增施有机肥，提高土壤有机质含量,2024-09-26,张教授,2024-04-19 11:07:07
251,251,91.29,74.57,66.28,79.56,86.77,良,pH值偏离适宜范围; 有机质含量偏低,增施有机肥，提高土壤有机质含量,2025-05-07,李专家,2022-07-18 07:48:57
252,252,86.82,83.99,66.46,73.9,88.52,良,有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2023-07-15,陈博士,2025-01-26 01:43:20
253,253,68.04,82.22,69.19,80.66,83.74,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2025-05-27,张教授,2024-04-23 14:21:48
254,254,71.6,76.14,79.65,81.15,78.87,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2022-07-26,赵工程师,2023-01-25 22:56:19
255,255,73.26,86.75,65.78,76.49,75.02,良,有机质含量偏低,增施有机肥，提高土壤有机质含量,2024-01-31,张教授,2024-10-29 15:16:56
256,256,93.48,89.01,72.96,77.67,87.89,良,无明显限制因子,深耕松土，改善土壤结构,2023-03-26,张教授,2022-07-24 16:39:43
257,257,64.87,78.26,70.56,74.92,87.11,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2025-02-22,赵工程师,2023-06-25 03:10:48
258,258,61.54,70.45,65.45,78.95,76.68,中,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2024-10-29,赵工程师,2025-05-29 18:12:07
259,259,60.53,78.58,83.01,71.64,76.58,中,养分不平衡,轮作倒茬，维护土壤生态平衡,2024-10-26,张教授,2022-11-25 00:33:56
260,260,60.97,89.26,81.4,78.88,84.75,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-06-28,王研究员,2024-01-24 22:57:01
261,261,78.3,77.93,80.73,73.2,75.48,良,养分不平衡,合理施用石灰，调节土壤pH值,2022-09-28,张教授,2022-08-31 09:52:12
262,262,77.69,78.03,82.09,77.77,78.87,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-03-14,李专家,2023-10-24 07:34:35
263,263,92.98,74.69,76.66,75.99,81.96,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2024-12-15,陈博士,2022-10-23 01:21:29
264,264,93.77,84.72,65.29,84.61,79.53,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-06-23,王研究员,2024-04-24 22:37:06
265,265,81.82,71.11,68.93,87.72,86.06,良,pH值偏离适宜范围; 有机质含量偏低,科学施肥，平衡土壤养分,2022-08-12,王研究员,2023-09-17 06:33:15
266,266,73.69,86.4,77.36,75.39,79.88,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-05-13,王研究员,2023-08-04 13:19:17
267,267,64.55,88.01,83.74,87.16,78.71,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2023-06-27,赵工程师,2022-10-31 08:17:43
268,268,91.38,79.76,74.19,70.75,85.36,良,养分不平衡,增施有机肥，提高土壤有机质含量,2023-08-04,赵工程师,2024-07-20 13:11:16
269,269,82.78,84.27,67.53,87.17,78.31,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-06-23,张教授,2023-08-07 16:33:28
270,270,67.98,71.79,84.43,74.93,89.97,良,pH值偏离适宜范围; 养分不平衡,合理施用石灰，调节土壤pH值,2022-12-13,陈博士,2024-12-09 23:19:44
271,271,69.87,85.76,83.53,70.99,86.54,良,养分不平衡,科学施肥，平衡土壤养分,2024-03-03,李专家,2022-10-31 06:09:25
272,272,71.09,87.7,65.48,86.35,82.67,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-09-26,赵工程师,2024-06-30 22:09:26
273,273,84.43,88.97,77.77,84.35,89.68,优,无明显限制因子,轮作倒茬，维护土壤生态平衡,2023-03-31,陈博士,2024-01-13 08:30:45
274,274,76.09,81.94,80.86,78.24,76.62,良,无明显限制因子,深耕松土，改善土壤结构,2023-10-01,张教授,2023-11-19 10:33:17
275,275,65.83,86.33,80.67,71.28,77.38,良,养分不平衡,科学施肥，平衡土壤养分,2024-02-06,张教授,2025-03-21 16:42:20
276,276,72.43,82.2,71.47,82.46,78.93,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-02-23,张教授,2023-04-28 14:21:38
277,277,60.76,86.86,75.56,73.59,87.27,良,养分不平衡,合理施用石灰，调节土壤pH值,2024-02-06,李专家,2023-07-19 16:37:04
278,278,75.29,82.29,72.17,84.0,76.45,良,无明显限制因子,科学施肥，平衡土壤养分,2024-10-16,王研究员,2023-07-05 08:14:39
279,279,63.89,76.94,80.24,76.22,78.03,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2022-06-29,陈博士,2022-12-31 15:59:37
280,280,62.05,71.44,76.53,72.45,84.26,中,pH值偏离适宜范围; 养分不平衡,合理施用石灰，调节土壤pH值,2023-07-23,陈博士,2023-04-14 19:05:23
281,281,69.32,75.44,71.73,75.07,76.81,中,无明显限制因子,轮作倒茬，维护土壤生态平衡,2022-08-02,张教授,2023-05-07 07:55:24
282,282,64.68,88.52,71.73,77.51,89.68,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-12-02,赵工程师,2025-04-09 13:55:28
283,283,82.36,83.73,80.26,86.52,88.9,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-08-01,赵工程师,2024-02-27 10:28:46
284,284,89.83,71.06,68.63,71.32,76.94,良,pH值偏离适宜范围; 有机质含量偏低; 养分不平衡,增施有机肥，提高土壤有机质含量,2025-06-02,王研究员,2024-10-16 12:29:32
285,285,80.01,83.4,83.81,79.3,75.01,良,无明显限制因子,轮作倒茬，维护土壤生态平衡,2024-08-01,王研究员,2024-06-19 23:34:47
286,286,90.52,79.39,75.98,79.37,81.4,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-09-16,李专家,2023-05-13 19:22:44
287,287,89.62,88.58,82.23,75.76,80.45,良,无明显限制因子,合理施用石灰，调节土壤pH值,2023-04-16,李专家,2023-01-15 12:23:42
288,288,87.39,72.18,83.47,75.86,88.11,良,pH值偏离适宜范围,轮作倒茬，维护土壤生态平衡,2023-06-19,张教授,2022-09-05 17:30:46
289,289,67.72,70.21,70.56,75.18,84.32,中,pH值偏离适宜范围,科学施肥，平衡土壤养分,2023-11-30,李专家,2025-05-15 06:21:02
290,290,74.12,88.61,83.27,73.68,88.78,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2024-07-23,张教授,2025-02-22 09:54:08
291,291,93.25,85.68,75.21,74.93,86.19,良,养分不平衡,合理施用石灰，调节土壤pH值,2024-04-07,赵工程师,2024-02-03 16:38:34
292,292,64.81,87.18,77.79,76.31,85.87,良,无明显限制因子,深耕松土，改善土壤结构,2023-04-05,李专家,2022-12-28 23:01:52
293,293,92.03,89.47,79.48,73.6,81.49,良,养分不平衡,轮作倒茬，维护土壤生态平衡,2023-12-03,陈博士,2024-06-06 04:52:47
294,294,84.89,86.23,79.36,80.89,77.18,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-01-08,李专家,2023-10-01 19:01:47
295,295,63.31,81.18,72.32,70.33,76.63,中,养分不平衡,增施有机肥，提高土壤有机质含量,2024-09-19,陈博士,2022-07-29 20:20:16
296,296,92.77,86.26,70.41,78.03,82.61,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2024-06-26,陈博士,2023-01-21 04:41:18
297,297,70.24,72.57,67.8,77.76,89.11,良,pH值偏离适宜范围; 有机质含量偏低,合理施用石灰，调节土壤pH值,2023-12-01,王研究员,2023-09-03 11:20:13
298,298,89.15,86.96,72.52,76.23,90.18,良,无明显限制因子,增施有机肥，提高土壤有机质含量,2022-06-24,王研究员,2023-06-06 01:28:27
299,299,81.38,82.61,82.01,79.3,78.05,良,无明显限制因子,合理施用石灰，调节土壤pH值,2024-07-04,张教授,2023-05-04 00:22:00
300,300,70.27,77.59,80.33,80.55,87.14,良,无明显限制因子,深耕松土，改善土壤结构,2022-09-18,王研究员,2022-10-01 18:17:34
301,301,66.82,83.85,68.52,84.34,76.97,良,有机质含量偏低,合理施用石灰，调节土壤pH值,2023-09-10,赵工程师,2022-12-13 21:13:14
302,302,92.46,85.62,69.89,73.68,76.55,良,有机质含量偏低; 养分不平衡,合理施用石灰，调节土壤pH值,2023-06-24,陈博士,2022-11-13 17:51:07
