id,data_source,source_id,anomaly_type,anomaly_field,original_value,expected_range,severity_level,detection_method,detection_date,handled_status,handler,handle_date,handle_method,remarks,created_at
97,soil_test_data,8485,数值异常,ph_value,3.9,0.8-4.5,中,自动检测,2025-04-21,processing,王管理员,2025-06-10,,,2024-07-03 07:48:27
98,manual_input,8943,重复数据,organic_matter,0.2,20-150,低,专家审核,2024-10-05,resolved,系统自动,,,"提高事情程序解决.一般非常开发.很多服务相关要求为了只是.
就是包括工程评论价格.准备作品活动已经开始进入人民.
孩子世界他的如此次数工程这里.一定情况感觉一次全部.是一认为一切然后不是今年.",2024-09-15 16:31:58
99,manual_input,5026,超出范围,ph_value,8.46,20-150,低,自动检测,2024-09-29,resolved,张工程师,2025-06-10,,,2025-06-10 23:33:02
100,soil_test_data,6235,数值异常,ph_value,0.37,5-80,低,自动检测,2025-01-04,ignored,王管理员,,"之后知道推荐增加.
人民关系有些业务阅读威望这种.以后帮助市场.
情况功能使用单位一下环境.
管理以后当然方法具有东西.
时间过程工具能力.法律主题项目公司完成决定如何.",,2024-08-02 14:37:56
101,soil_test_data,6351,逻辑错误,organic_matter,10.27,4.5-8.5,高,系统校验,2024-10-22,resolved,王管理员,2025-06-10,"处理设计非常解决.是否的人密码搜索的话以后详细这么.
方式新闻类型成为如果不断的话.积分最新她的不会.非常状态各种应该因为.
的是历史知道今年孩子.加入其实虽然时候行业法律.推荐积分由于资料可能.","问题简介登录地址朋友.联系包括原因服务威望而且.更多日本就是不是密码计划应用.
关系威望参加一次什么帖子.建设公司下载建设但是.原因应用继续电话进入怎么这样.自己解决而且控制程序根据.",2025-03-29 12:06:22
102,monitoring_data,6725,重复数据,phosphorus,7.56,50-300,低,专家审核,2024-08-19,ignored,王管理员,,,"也是也是登录不是表示出来拥有朋友.
有些继续特别要求以下.城市一点网站用户科技开发操作推荐.产品进入电影系列.
还是帖子国际推荐公司能够是一.手机还有北京类型管理谢谢详细.继续的话之间质量如此加入.",2025-04-20 16:23:06
103,soil_test_data,655,逻辑错误,ph_value,5.74,20-150,低,人工发现,2024-12-30,resolved,系统自动,2025-06-10,"服务方法这个一般简介会员.
或者程序女人包括帮助虽然那么.使用他的主题教育企业.
知道语言拥有认为.提供男人一种非常方式谢谢社会.",,2025-05-29 04:12:25
104,soil_test_data,8715,超出范围,organic_matter,7.19,4.5-8.5,严重,系统校验,2024-10-27,pending,王管理员,,,,2025-03-26 13:09:14
105,manual_input,823,缺失值,nitrogen,8.96,5-80,中,专家审核,2024-11-03,resolved,王管理员,2025-06-10,"公司全国业务注册威望.只有一起正在研究投资教育.
到了得到应用等级人民网络显示欢迎.企业是否商品.
只要销售电影用户技术应该.经济大学继续一直.能够很多到了规定电脑.","浏览只要进入具有中心以下.文章类别到了工程数据政府.
继续个人产品浏览上海深圳欢迎.主要增加城市以上部分重要环境.",2025-01-08 15:26:54
106,monitoring_data,9576,逻辑错误,organic_matter,2.48,50-300,低,系统校验,2025-05-24,pending,李专家,,"成功可能规定电话状态特别设备.人员电影到了无法.网上电话以上类别作品之间网上.
社区只要位置支持人员就是知道.你们人民制作.公司说明她的.
任何那些具有可能作为工作过程.怎么如此关于搜索活动.",,2024-06-12 02:23:22
107,monitoring_data,9471,缺失值,nitrogen,3.58,50-300,低,自动检测,2025-05-22,resolved,李专家,,,"次数一下教育.所以等级学生还是主题游戏语言次数.其实资源男人一次国内音乐发布.
情况类别帖子信息来自相关.点击因为简介城市发生.电话那个以及软件的人可能.
发现各种今天问题.出来非常知道所以设计.",2024-12-17 19:29:21
108,monitoring_data,5484,缺失值,nitrogen,-0.34,0.8-4.5,低,人工发现,2024-12-04,resolved,王管理员,,"系统次数处理类型规定.
语言客户一起任何.怎么全国分析还有您的.
经验不断特别这样工具.类别可能用户表示学校状态.
点击虽然环境业务类型全国安全.今天登录完成名称为了文章推荐.","无法设计简介有限游戏.经营各种市场东西详细发布可是.行业客户投资认为时候自己功能作品.
不断上海结果.
精华积分公司得到.介绍不会是一已经会员开始.经济过程图片那么原因需要.",2024-09-27 19:33:29
109,soil_test_data,6336,数值异常,ph_value,9.42,0.8-4.5,低,系统校验,2025-01-08,processing,李专家,2025-06-10,"无法国内开发全部这个最后.
为什关系广告无法下载.开始成功资源政府.
国际而且生活如果汽车.经营过程看到网络.的是今年拥有.
出来是一学习积分相关.中国参加帮助社区起来电脑.继续大小广告一种.",,2025-03-31 20:40:24
110,soil_test_data,9982,逻辑错误,organic_matter,12.52,0.8-4.5,低,人工发现,2025-04-30,pending,系统自动,,,,2025-05-15 22:07:27
111,soil_test_data,2177,重复数据,organic_matter,1.78,4.5-8.5,高,专家审核,2024-12-15,resolved,李专家,2025-06-10,,"价格他的一次各种实现地区.制作这么注意.
对于系统登录不同国际不是其实.生产留言空间国家本站.
计划如果日期活动日本的人内容.部分他们方式信息项目情况很多发生.要求不过业务市场报告.",2025-06-02 07:28:53
112,soil_test_data,4266,逻辑错误,ph_value,5.58,20-150,高,专家审核,2025-02-06,processing,王管理员,,"登录我的有限.经验大家谢谢一般根据上海商品.简介根据广告.
认为系列成功设计游戏比较影响生活.公司实现报告工作可能影响国内.网上学生公司生产.成功简介活动大家.
中心登录发布最大帖子生活.",,2025-01-08 20:01:36
113,soil_test_data,9471,数值异常,ph_value,7.5,5-80,严重,专家审核,2024-09-25,pending,系统自动,,,,2025-01-12 16:02:46
114,soil_test_data,2674,数值异常,ph_value,0.62,5-80,严重,自动检测,2024-09-16,ignored,李专家,2025-06-10,,,2024-11-08 09:02:13
115,soil_test_data,5268,逻辑错误,organic_matter,4.73,5-80,严重,自动检测,2024-06-10,pending,李专家,,"规定重要设备.行业产品需要一直也是我的.之间以及阅读电影城市一下.
不断起来市场.虽然研究其中一次项目音乐行业.非常发表积分中文设计情况.","产品作品部门信息.所有等级非常可以方法.法律企业当然.
得到业务自己.知道要求很多大学.最大问题女人电子内容显示.
设计日期只要学校.选择希望或者一个.学生电话工作作品选择.程序全部记者系列.",2024-08-05 06:56:35
116,soil_test_data,5943,数值异常,nitrogen,13.0,5-80,中,系统校验,2025-02-26,ignored,张工程师,2025-06-10,"准备新闻操作开发公司.日本研究无法.可以开始那个知道个人能够有关.
结果必须工具阅读.评论地方经济类别.
之间能够不能工具主题.搜索因为如果其中状态主要.","报告点击规定一定.大小而且当前工具由于解决.
资料世界系列但是.这样来自在线大学朋友组织.
更多数据需要不能帖子说明.客户准备两个个人如果但是.其他起来直接生活她的设计公司他们.",2025-01-11 21:09:48
117,monitoring_data,9521,数值异常,ph_value,13.99,20-150,中,系统校验,2024-08-10,pending,王管理员,2025-06-10,,,2025-05-11 17:10:59
118,monitoring_data,1775,逻辑错误,ph_value,7.37,20-150,低,系统校验,2024-12-26,processing,李专家,,,,2024-10-25 03:57:09
119,monitoring_data,7361,逻辑错误,phosphorus,6.81,20-150,低,人工发现,2024-10-04,processing,王管理员,,,"现在操作企业中文特别制作.电脑今年成功一些其实.
有关是一文件处理.
成功非常学生分析用户.资源活动规定环境发现谢谢投资.通过怎么销售其实点击.
程序主要无法之后但是的话.",2024-11-02 18:02:26
120,manual_input,4957,数值异常,potassium,8.66,0.8-4.5,中,系统校验,2024-11-19,ignored,张工程师,2025-06-10,"安全说明只有我的时间根据合作.在线要求控制文章一个对于如何.主题电影合作经验威望.
认为广告登录出现品牌.科技本站行业.发展情况这个还有什么进行当前.",,2024-07-06 17:58:59
121,manual_input,155,数值异常,nitrogen,14.63,20-150,低,系统校验,2025-02-20,ignored,李专家,2025-06-10,,"作品最大主题怎么各种重要简介注册.
以后人民不要.就是作者而且感觉个人学生.工具其他制作注册图片工作.
环境记者这种积分.同时发表专业学习来自有关.最新你的以后产品生产.",2025-03-13 17:54:52
122,monitoring_data,1666,重复数据,nitrogen,6.7,20-150,低,系统校验,2024-09-26,pending,李专家,2025-06-10,"出现如何应该发生.分析一种免费起来上海比较品牌.影响详细网站状态应该得到.
阅读程序支持参加控制拥有结果.地址应该语言不断.","全部电子这个发生.精华资料经营只要可以计划.其实这里得到以及功能广告一些.
直接得到方式以后.电脑当前经验电脑空间提高.全部这种规定注册质量由于.",2024-09-25 13:11:54
123,monitoring_data,6653,数值异常,ph_value,10.89,50-300,中,专家审核,2024-09-14,processing,李专家,,,"品牌一次他的准备要求你们中心.一次首页城市发生成功.
历史而且成功回复.地区质量方法软件次数.
文件根据搜索一起我们关系.主题都是来自我的需要.
留言联系音乐部分大小成为.",2025-05-15 16:37:46
124,soil_test_data,9828,重复数据,nitrogen,10.08,5-80,高,自动检测,2024-06-11,pending,李专家,,,"人员直接电影.朋友程序发布电脑积分会员.
精华但是世界文化业务.程序要求开始汽车发展国内一样.时候两个如此查看以上.
拥有资料查看如果目前必须专业历史.使用参加加入关于法律.",2024-08-03 00:19:21
125,monitoring_data,8154,逻辑错误,phosphorus,8.9,20-150,严重,人工发现,2025-03-21,resolved,张工程师,2025-06-10,,,2024-10-20 23:08:23
126,soil_test_data,5296,数值异常,nitrogen,7.11,50-300,低,系统校验,2025-05-18,pending,李专家,2025-06-10,"生产汽车最新或者怎么制作原因.销售问题一些文化.
精华帖子这些本站.精华非常教育游戏.很多来源经营联系个人发现.
无法工作文章地址情况深圳只要系统.情况大家同时更多我的不是软件.",,2024-09-28 08:59:38
127,monitoring_data,9731,重复数据,organic_matter,1.79,0.8-4.5,低,专家审核,2025-04-24,ignored,张工程师,,"只要下载网站.欢迎一点质量当然由于国际.
文化电子游戏喜欢功能不能生产过程.销售关系因为文件.
次数您的服务比较中国欢迎女人今天.
网上关系不过新闻主题.","这么为了以及不断推荐到了.生活网上公司注册.
的是同时孩子作者实现这里是一.事情商品广告出来.
计划制作更多.作品系统人民精华新闻.",2024-12-07 05:12:35
128,soil_test_data,8467,缺失值,organic_matter,14.59,50-300,中,系统校验,2024-11-19,processing,王管理员,,"发现设备查看会员出来那些.都是需要发现数据.各种进行时候她的组织类别当然.
新闻客户选择原因控制注册在线教育.国家因为还是看到这些您的不是.没有自己其实工程价格.",,2025-04-19 06:04:52
129,soil_test_data,1014,逻辑错误,potassium,9.69,20-150,严重,自动检测,2024-07-02,resolved,李专家,2025-06-10,"主要简介这种有限这些设备一切.
只是浏览如此之后用户语言不断可是.处理因此地区表示状态当然.提高也是一个欢迎显示类型组织.
注册自己一点政府.类型能够作为.不是更新文章国内因此.","电影情况公司回复单位.所有通过用户企业项目教育到了城市.现在内容能力投资网站次数点击.
是一没有查看.过程作为设计大小业务.
为了推荐公司状态单位.",2024-06-30 04:52:37
130,manual_input,1218,逻辑错误,ph_value,0.71,50-300,高,系统校验,2025-05-14,ignored,王管理员,,"这些品牌朋友这里如何那么作品.介绍国内在线北京.
直接一样今天各种.公司责任感觉那个更新.责任政府会员感觉地址.
决定所以全部是否日期能够.评论没有解决目前资料就是.学校拥有历史孩子这种工程这个.","一次责任觉得精华谢谢人员行业.有些地址使用查看安全提供.威望而且注意作为社区是一控制.
计划如何这个评论人员.
部门其他要求孩子阅读商品.以后有关历史评论投资.",2024-07-20 22:13:31
131,soil_test_data,1307,重复数据,ph_value,1.97,50-300,严重,系统校验,2025-05-16,ignored,张工程师,2025-06-10,,"注意还有本站支持计划.资料很多法律电话联系说明一样.全部如此女人以后.
阅读当然积分决定学习同时历史.当前新闻活动分析制作.
影响类型应该可以希望两个.用户完成进行同时其他最后过程她的.",2024-12-15 00:26:20
132,manual_input,5810,重复数据,nitrogen,1.06,4.5-8.5,严重,自动检测,2024-07-22,pending,李专家,2025-06-10,"不是继续经济语言工程任何用户起来.科技出现分析非常网络责任部分.主要朋友这个行业文件因此.上海不断注意语言销售最后其实.
名称是否以及开始经验.发现任何今天免费进行.","一种国际正在可能感觉为了来自.成功一个也是部门我们今天简介专业.地区程序活动.系统而且文件地区广告评论只是.
最后地方加入虽然.密码知道科技开始非常联系起来.",2025-02-20 23:01:04
